Phrase,label
a battle of wills that is impossible to care about and is n't very funny,Negative
to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense,Positive
Like a less dizzily gorgeous companion to Mr.,Positive
of fun,Positive
"strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .",Positive
oddballs,Negative
from a renowned Indian film culture that allows Americans to finally revel in its splendor,Positive
begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters,Positive
a particularly good film,Positive
evolves into a gorgeously atmospheric meditation on life-changing chance encounters,Positive
"It 's not a particularly good film , but neither is it a monsterous one",Negative
trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product,Negative
effortlessly,Positive
Report card : Does n't live up to the exalted tagline -,Negative
"call for prevention rather than to place blame , making it one of the best war movies ever made",Positive
carries us effortlessly from darkness to light,Positive
", Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .",Positive
a movie that will leave you wondering about the characters ' lives after the clever credits roll,Positive
flickering reminders of the ties that bind us,Positive
Too clumsy,Negative
heroes,Positive
thoughtful and surprisingly affecting,Positive
of randomness usually achieved only by lottery drawing,Negative
French shocker,Positive
sharp as the original,Positive
"smart , provocative drama",Positive
overexposed waste,Negative
"his art , which is more than he has ever revealed before about the source of his spiritual survival",Positive
as kooky and overeager as it is spooky and subtly in love with myth,Positive
"fresh to say about growing up Catholic or , really , anything",Negative
", roiling black-and-white inspires trembling and gratitude .",Positive
"an evil , monstrous lunatic",Negative
avoid,Negative
call the film ` refreshing,Positive
well-constructed narrative,Positive
"A fascinating , dark thriller that keeps you",Positive
plays like a reading from Bartlett 's Familiar Quotations,Positive
within a wallflower,Positive
it is,Positive
"of the kind of lush , all-enveloping movie experience",Positive
as wonderful on the big screen,Positive
self-glorification and,Negative
rich and luscious,Positive
", deceit and murder",Negative
Claude,Positive
", we need more X and less blab .",Negative
has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end .,Positive
is still good fun .,Positive
Sleek and arty,Positive
in earnest dramaturgy,Positive
the victim -RRB-,Negative
A mawkish self-parody that plays like some weird Masterpiece Theater sketch with neither a point of view nor a compelling reason for being .,Negative
offbeat sensibilities,Positive
"for its courage , ideas , technical proficiency and great acting",Positive
This is a heartfelt story ...,Positive
a bilingual charmer,Positive
if you appreciate the one-sided theme to Lawrence 's over-indulgent tirade,Negative
increasingly diverse French director,Positive
if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,Negative
reporting on the number of tumbleweeds blowing through the empty theatres,Negative
for silly summer entertainment,Positive
to drag as soon as the action speeds up,Negative
a strong case,Positive
"An earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool .",Positive
monstrous,Negative
love song,Positive
"An uplifting ,",Positive
smart new comedy,Positive
"is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia --",Negative
rooted in a sincere performance by the title character undergoing midlife crisis .,Positive
amiable but,Positive
well-wrought story,Positive
The Wild Wild West,Positive
silly -LRB- but not sophomoric -RRB- romp,Positive
"Invigorating , surreal , and resonant with a rainbow of emotion",Positive
Eerily accurate depiction of depression .,Negative
much better,Positive
the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product,Negative
the reassuring manner of a beautifully sung holiday carol,Positive
ultra-cheesy dialogue,Negative
silly rather than plausible,Negative
feeling like no other film in recent history,Positive
loony,Negative
making it one of the best war movies ever made,Positive
"Perhaps it 's cliche to call the film ` refreshing , '",Positive
has some freakish powers of visual charm,Positive
Woo,Positive
"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash",Negative
"unnamed , easily substitutable",Negative
navigates a fast fade into pomposity and pretentiousness .,Negative
gorgeously,Positive
rehashes,Negative
bilingual charmer,Positive
a strong case for letting sleeping dogs lie,Negative
absolute joy,Positive
