Phrase,Sentiment
Star\/producer Salma Hayek and director Julie Taymor have infused Frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own .,3
so solidly connect with one demographic while,3
if,2
-RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code,4
have not been this disappointed by a movie in a long time,0
"Perhaps it 's cliche to call the film ` refreshing , ' but",3
an achievement,4
", thought-provoking New York fest",3
best case,3
ambiguities that make it well worth watching,4
If Mostly Martha is mostly unsurprising,2
solidly entertaining and moving family drama,4
to the phrase ` fatal script error,1
quick,2
"This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times .",3
connect in a neat way,3
More vaudeville,2
Snow,2
the Vertical Limit of surfing movies - memorable stunts with lots of downtime in between,3
mysterious,3
across as shallow and glib though,1
modestly surprising,3
Toback 's deranged immediacy makes it seem fresh again .,4
"A vibrant whirlwind of love , family and all that goes with it , My Big Fat Greek Wedding is a non-stop funny feast of warmth , colour and cringe .",4
accessible,3
'' is entertaining .,3
a clear-eyed chronicle,3
"Charming and witty , it 's also somewhat clumsy .",3
The Bourne Identity should n't be half as entertaining as it is,3
engaging enough to keep you from shifting in your chair too often,3
in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent,3
on subtle ironies and visual devices,3
oh-so-important,3
"is a sort of geriatric Dirty Harry , which will please Eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man",3
a movie about whimsical folk,3
"was essentially ,",3
The film 's constant mood of melancholy and its unhurried narrative are masterfully controlled .,4
its lavish formalism,3
"A tired , unnecessary retread",0
a key strength,3
"swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements",3
"I 'm going to recommend SECRETARY , based on the wonderful acting clinic put on by Spader and Gyllenhaal",3
pulls off some deft Ally McBeal-style fantasy sequences,3
to the converted,2
like the woman who inspired it,2
More sophisticated and literate than such pictures usually are ...,4
intelligently,3
"are beautifully realized through clever makeup design , leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack",3
"The first Tunisian film I have ever seen , and it 's also probably the most good-hearted yet sensual entertainment I 'm likely to see all year",4
"not only fails on its own , but makes you second-guess your affection for the original",1
genuine and singular artist,4
anti-feminist,1
if the film is well-crafted and this one is,4
's fairly solid -- not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark,4
particularly innovative,4
another,2
downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness,3
"Old people will love this movie , and I mean that in the nicest possible way :",3
are fantasti,3
people to whom the idea of narrative logic or cohesion is an entirely foreign concept,1
really good,4
will leave you wanting to abandon the theater .,0
My own minority report is that it stinks .,0
has,2
rare treat,3
finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,0
a fan,3
letting,2
the marvelous Verdu,3
Daughter From Danang reveals that efforts toward closure only open new wounds .,1
", I suspect , would have a hard time sitting through this one .",1
stand as intellectual masterpieces,3
deserves to be seen everywhere,4
card,2
Has the rare capability to soothe and break your heart with a single stroke,3
funnier,3
the most sincere and artful movie,4
a well-balanced fashion,4
road,1
Noyce,2
harvests a few movie moment gems,3
artful,3
full potential,3
a milquetoast movie,1
"a smart , funny look at an arcane area of popular culture",4
that rare quality of being able to creep the living hell out of you,4
a rare treat,4
"its courage , ideas ,",3
his personal obstacles,3
In the Mood for Love -- very much a Hong Kong movie,3
at least during their '70s heyday,3
the perfect material,4
Festival,3
so intimate,3
widescreen photography,3
directed the film from the back of a taxicab,0
A film,2
sensuality and a conniving wit,3
I have not been this disappointed by a movie in a long time .,0
great material,4
curious,3
genuinely funny ensemble,3
the gentle and humane side,3
we have given up to acquire the fast-paced contemporary society,3
sketch,2
The entire movie establishes a wonderfully creepy mood .,4
anteing up some movie star charisma,3
is strange and compelling,3
pieces of the famous director 's life,3
domination and destruction,1
"A superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : Everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find",1
"is it a charming , funny and beautifully crafted import",4
A beautifully,3
lustrous,3
"vivid , thoughtful , unapologetically raw coming-of-age tale",4
intimacy and precision,3
a compelling story to tell,3
"crisp , unaffected style",3
THE GUYS taps into some powerful emotions,4
definite,2
of its grand locations,3
watch these two together,3
clever,4
` laughing,4
will linger long after this film has ended .,3
"reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .",4
"focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs",1
"I 've never seen or heard anything quite like this film , and I recommend it for its originality alone .",4
"aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness",3
satisfy the boom-bam crowd without a huge sacrifice of character and mood,3
a screwed-up man,1
unerring,3
The lively appeal of The Last Kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .,4
"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",0
is undoubtedly one of the finest films of the year .,4
", sets the tone for a summer of good stuff",3
the meaning and value of family,3
is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain,4
gloriously unsubtle,3
is still good fun,3
a Shakespearean tragedy or,2
best some directors,3
What Eric Schaeffer has accomplished with Never Again,3
gets vivid performances from her cast,4
"an impeccable pedigree , mongrel pep , and",2
gorgeous and,3
competently,3
Analyze,2
by David Kendall,2
canny crowd pleaser,3
gorgeousness,4
on different levels,3
"its courage , ideas , technical proficiency and",3
enjoyable,3
turned them into a 90-minute movie that feels five hours long,0
Even if the Naipaul original remains the real masterpiece,3
musical numbers,3
our best achievements,3
"looking , sounding and simply feeling like no other film in recent history",3
greatest date movies,4
interesting cinematic devices,3
", Minority Report commands interest almost solely as an exercise in gorgeous visuals .",4
involving as far as it goes,2
"Not about scares but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense .",3
