Phrase,Sentiment
"that the director of such Hollywood blockbusters as Patriot Games can still turn out a small , personal film with an emotional wallop",3
did n't talk down to them,3
"makes us see familiar issues , like racism and homophobia , in a fresh way",3
marvelous,4
very stylish and beautifully photographed,4
lustrous,3
brought me uncomfortably close to losing my lunch .,0
"jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour",4
the sense of fierce competition,3
the point,2
"in this properly intense , claustrophobic tale of obsessive love",3
warmth and,3
"never finds a consistent tone and lacks bite , degenerating into a pious , preachy soap opera",0
wildly inventive mixture,4
is quintessential Bollywood .,3
comes at film with bracing intelligence and a vision both painterly and literary,4
that serve as whatever terror the heroes of horror movies try to avoid,2
title character,2
"'s neither too erotic nor very thrilling , either .",0
it more closely resembles this year 's version of Tomcats,3
Hampered,2
as they do in this marvelous film,4
me grinning,3
More vaudeville,2
a Hollywood film,3
"A college story that works even without vulgarity , sex scenes , and cussing",4
college,3
is just too easy to be genuinely satisfying,3
"Engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and end up walking out not only satisfied but also somewhat touched .",4
deft,3
involve a dentist drill,0
powerful and deeply moving,4
's badder than bad,0
be nominated for an Oscar next year,4
coming down off,2
a lot of stamina and vitality,3
remain curious about each other against all odds,3
good deal funnier,3
and curiosity factors,2
capturing,3
a brilliant motion picture,4
life affirming,3
"I liked the movie , but I know I would have liked it more if it had just gone that one step further",3
a Hong Kong movie,2
churn out one mediocre movie,0
a `` cooler '' PG-13 rating,2
Peter Mattei 's Love in the Time of Money sets itself apart by forming a chain of relationships that come full circle to end on a positive -LRB- if tragic -RRB- note,4
has all the actors reaching for the back row,1
wrapping the theater,3
the last thing you would expect from a film with this title or indeed from any Plympton film : boring,0
said the film was better than Saving Private Ryan,3
", this is the ultimate movie experience",4
a meditation on the deep deceptions of innocence,3
the parade,3
firing on all cylinders,4
literal,3
emotional,2
lurid,2
undeniably intriguing,4
greatest,3
so larger than life and,3
screen with considerable appeal,3
lack any intrigue -LRB- other than their funny accents -RRB-,1
rediscovering the power of fantasy during wartime,3
few will argue that it ranks with the best of Herzog 's works,3
abridged edition,3
this vapid vehicle is downright doltish and uneventful,0
face is -RRB-,2
"An enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar .",4
an advantage,3
"Kitschy , flashy , overlong soap opera .",0
saved,2
's informative and breathtakingly spectacular,4
its promenade,2
entertained,4
"Lucky Break is perfectly inoffensive and harmless ,",3
a lovely trifle,3
may have been born to make,3
rare directors,3
very good acting,4
"ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations .",0
"it rises in its courageousness , and comedic employment .",3
`` Red Dragon '' is entertaining .,4
it takes your breath away,4
this an eminently engrossing film,4
that 's flawed and brilliant in equal measure,3
the bottom tier,1
feature-length,3
wonder,3
considerable talents,4
bottom,1
rare remakes,3
story and theme,3
extremely imaginative through out,3
"That rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film",4
rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative,4
her defiance,3
smarter than your average Bond,3
benefits,3
about two skittish New York middle-agers who stumble into a relationship and then,2
the Mood,3
be the next Animal House,3
"makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but",3
ability to pull together easily accessible stories that resonate with profundity,4
sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip,4
recommend SECRETARY,3
P.T. Anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible .,4
"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and it 's there on the screen in their version of The Quiet American",3
preemptive,2
a comedic moment,3
", Madonna 's cameo does n't suck !",3
uplifter,3
"cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you",3
ranks with the best of Herzog 's works,4
the bottom of the barrel,0
"about art , ethics , and the cost of moral compromise",3
"oftentimes funny ,",4
make this an eminently engrossing film,4
admire it,3
A perfectly competent and often imaginative film,4
local,3
Clint Eastwood 's efficiently minimalist style,3
"'s a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .",4
does somehow manage to get you under its spell .,3
lunch rush,2
"cheesy backdrops , ridiculous action sequences , and",0
more X,3
"covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people .",0
its music or comic antics,2
enough cool fun here,3
"ethnography and all the intrigue , betrayal , deceit and murder",2
very attractive about this movie,4
make this an eminently engrossing film .,4
"sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen .",3
"catch the pitch of his poetics , savor the pleasure of his sounds and images , and",3
be mythic,2
but something far more stylish and cerebral -- and,3
engrossing film,3
"its subject matter in a tasteful , intelligent manner",4
an,2
endless assault,0
overcome the triviality of the story,3
offbeat humor,3
the adage,2
a fresh infusion of creativity,4
", this family film sequel is plenty of fun for all .",4
too hard to be mythic,1
followed through on her defiance of the saccharine,3
is undoubtedly one of the finest films of the year .,4
a bathtub,2
", Blair Witch-style commitment",3
had their hearts in the right place .,3
", even delectable",3
", compelling",3
"Such master screenwriting comes courtesy of John Pogue , the Yale grad who previously gave us `` The Skulls '' and last year 's `` Rollerball",4
genuinely funny ensemble,3
suavity,3
"Combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that 's not merely about kicking undead \*\*\* , but also about dealing with regret and , ultimately , finding redemption .",4
the soulful nuances,3
that held my interest precisely because it did n't try to,3
